code	prefLabel	broader	definition
20000221	inorganic chemical	http://cv.iptc.org/newscodes/mediatopic/20000217	The branch of chemistry dealing with minerals and metals
20000222	organic chemical	http://cv.iptc.org/newscodes/mediatopic/20000217	The branch of chemistry dealing with human, animal or carbon-based substances
20000223	pharmaceutical	http://cv.iptc.org/newscodes/mediatopic/20001354	The production of medicines from various chemicals and natural substances and the research and discovery around new medications
20000224	plastic	http://cv.iptc.org/newscodes/mediatopic/20000209	The production of plastics and issues around plastic consumption, including bans, recycling, using less plastics and plastic alternatives
20000225	computing and information technology	http://cv.iptc.org/newscodes/mediatopic/20000209	Computers and the transmission of information
20000226	computer and telecommunications hardware	http://cv.iptc.org/newscodes/mediatopic/20000225	Physical devices used to provide computer and telecommunication service, such as modems, keyboards, hard drives, telephones, routers and monitors
20000227	computer networking	http://cv.iptc.org/newscodes/mediatopic/20000225	The interconnectivity between hardware that provides the medium for the transmission of data.
20000228	satellite technology	http://cv.iptc.org/newscodes/mediatopic/20000225	Hardware and software that enables ground-based devices to send signals to each other via an orbiting satellite.
20000229	computer security	http://cv.iptc.org/newscodes/mediatopic/20000225	To encompass technical developments in hardware and software, basic research and related areas such as cyber security
20000230	semiconductor and electronic component	http://cv.iptc.org/newscodes/mediatopic/20000225	The basic components that together create working electronic devices such as computer chips, transistors, diodes and integrated circuits
20000231	software and applications	http://cv.iptc.org/newscodes/mediatopic/20000225	Computer programs including mobile or web apps and operating systems
20000232	telecommunication equipment	http://cv.iptc.org/newscodes/mediatopic/20000225	Devices such as telephone sets, voice/data switches, modems etc that facilitate point-to-point voice/data transmissions
20000233	telecommunication service	http://cv.iptc.org/newscodes/mediatopic/20000225	Services provided by commercial companies that facilitate connections between telephones and computers
20000234	wireless technology	http://cv.iptc.org/newscodes/mediatopic/20000225	Technology and services that permit the transfer of information between separated points without physical connection, including Bluetooth and Wi-Fi networks
20000235	construction and property	http://cv.iptc.org/newscodes/mediatopic/20000209	All items pertaining to the construction and sale of property
20000236	design and engineering	http://cv.iptc.org/newscodes/mediatopic/20000235	Design and planning by engineers, architects etc. of roads, offices, factories, dams , offshore structures.
20000237	farms	http://cv.iptc.org/newscodes/mediatopic/20000235	Agricultural areas for the production of foodstuffs, including dairy products, fruits and livestock, such as cattle and fish
20000238	heavy construction	http://cv.iptc.org/newscodes/mediatopic/20000235	Large scale construction projects, construction of roads, dams, office/factory buildings, offshore and onshore structures, large sport stadiums
20000239	house building	http://cv.iptc.org/newscodes/mediatopic/20000235	Construction of residences, for private use
20000240	land price	http://cv.iptc.org/newscodes/mediatopic/20000235	The price of land in specific zoned areas such as commercial, residential or arable as provided by a responsible body
20000241	real estate	http://cv.iptc.org/newscodes/mediatopic/20000235	The buying, selling, renting and leasing of properties of all types
20000242	restoration	http://cv.iptc.org/newscodes/mediatopic/20000044	Restoring historic or important properties or structures to a former better state by cleaning, repairing or rebuilding
20000243	consumer goods	http://cv.iptc.org/newscodes/mediatopic/20000209	Items produced for and sold to individuals
20000244	beverage	http://cv.iptc.org/newscodes/mediatopic/20000243	Liquid consumables, both alcoholic and non-alcoholic
20000245	clothing	http://cv.iptc.org/newscodes/mediatopic/20000243	The manufacturing and purchasing of apparel
20000246	department store	http://cv.iptc.org/newscodes/mediatopic/20000252	Store selling a variety of goods, such as clothing, housewares, jewelry and cosmetics
20000247	online shopping	http://cv.iptc.org/newscodes/mediatopic/20000252	Buying and selling items through the internet
20000248	grocery	http://cv.iptc.org/newscodes/mediatopic/20000243	The selling of edible goods for human consumption to the end customers
20000249	luxury good	http://cv.iptc.org/newscodes/mediatopic/20000243	Non-essential high-end goods, such as leather bags, jewelry or supercars
20000250	mail order	http://cv.iptc.org/newscodes/mediatopic/20000252	Items sold through and delivered by mail
20000251	non-durable good	http://cv.iptc.org/newscodes/mediatopic/20000243	Products meant to only be used for a short period of time
20000252	retail	http://cv.iptc.org/newscodes/mediatopic/20001289	The selling of goods directly to consumers
20000253	specialty store	http://cv.iptc.org/newscodes/mediatopic/20000252	Retail outlets that specialize in categories such as shoes, coats, power tools, etc
20000254	toy and game	http://cv.iptc.org/newscodes/mediatopic/20000243	Children's playthings or collectible items for adults, such as dolls, action figures and miniatures
20000255	wholesale	http://cv.iptc.org/newscodes/mediatopic/20001289	The first link in the sales chain after production
20000256	energy and resource	http://cv.iptc.org/newscodes/mediatopic/20000209	The use of natural resources to generate energy
20000257	renewable energy	http://cv.iptc.org/newscodes/mediatopic/20000256	Energy derived from sustainable sources
20000258	coal	http://cv.iptc.org/newscodes/mediatopic/20000256	Production and mining of anthracite and bituminous products for use in power production
20000259	diesel fuel	http://cv.iptc.org/newscodes/mediatopic/20001243	A distilled petroleum product heavier than gasoline used for trucks, marine engines, certain cars and in some forms for home heating
20000260	electricity	http://cv.iptc.org/newscodes/mediatopic/20001244	The power line distribution system and the sale of electrical power at wholesale and retail levels
20000261	energy industry	http://cv.iptc.org/newscodes/mediatopic/20000256	The energy industry, not focused on any specific sector
20000262	kerosene/paraffin	http://cv.iptc.org/newscodes/mediatopic/20001243	A light petroleum distillate used for cooking fuel, aircraft jet engines, lamps, heating and cleaning
20000263	natural gas	http://cv.iptc.org/newscodes/mediatopic/20001243	A natural resource, mainly methane in a flammable gaseous state extracted from the ground
20000265	nuclear power	http://cv.iptc.org/newscodes/mediatopic/20000256	Use of radioactive materials for power production
20000266	oil and gas - downstream activities	http://cv.iptc.org/newscodes/mediatopic/20000256	All matters concerning oil and gas, typically refining and distribution activities
20000267	oil and gas - upstream activities	http://cv.iptc.org/newscodes/mediatopic/20000256	All matters concerning oil and gas, typically supply chain activities from the reservoir to the refinery gate
20000268	gasoline	http://cv.iptc.org/newscodes/mediatopic/20001243	Distilled petroleum product used for automotive fuel, with or without additives
